,links,Grantee,Purpose,Amount,Program,Date,Overview
604,https://hewlett.org/grants/save-the-bay-for-the-bay-smart-communities-program/,Save the Bay,For The Bay Smart Communities Program,"$220,000",Environment,10/6/2017,"Save the Bay’s mission is to protect and restore San Francisco Bay for people and wildlife. Over the next two years, Save the Bay will focus on the following priorities: a) enforce the San Francisco Bay Municipal regional stormwater permit and zero trash standards; b) promote San Francisco Bay Smart communities standards relevant to diverse Bay Area communities to prevent water pollution and increase water efficiency.  "
605,https://hewlett.org/grants/institute-for-strategic-and-equitable-development-for-diversity-equity-and-inclusion-peer-learning-activities-and-technical-assistance/,Institute for Strategic and Equitable Development,"For Diversity, Equity And Inclusion Peer-learning Activities And Technical Assistance","$150,000",Environment,10/6/2017,   
606,https://hewlett.org/grants/multiplier-for-a-fundraising-plan-for-menlospark/,Multiplier,For A Fundraising Plan For MenloSpark,"$30,000",Environment,10/6/2017,   
607,https://hewlett.org/grants/open-space-institute-for-branding-of-the-land-and-water-conservation-fund-and-coalition/,Open Space Institute,For Branding Of The Land And Water Conservation Fund And Coalition,"$40,000",Environment,10/6/2017,   
608,https://hewlett.org/grants/resources-legacy-fund-for-support-of-the-center-for-western-priorities/,Resources Legacy Fund,For Support Of The Center For Western Priorities,"$1,000,000",Environment,10/6/2017,"This grant will support the Center for Western Priorities, a project of the Resources Legacy Fund. The Center works to encourage open, public debate about conservation policy issues and works to advance those discussions online, in the news media, and throughout Western communities by sharing original research and reports. Western Conservation"
609,https://hewlett.org/grants/save-the-bay-for-strategic-communications/,Save the Bay,For Strategic Communications,"$30,000",Environment,10/6/2017,   
610,https://hewlett.org/grants/earth-island-institute-for-the-bay-area-wilderness-training-program-4/,Earth Island Institute,For The Bay Area Wilderness Training Program,"$65,000",Environment,10/6/2017,   
611,https://hewlett.org/grants/center-for-american-progress-for-climate-and-energy-story-bank/,Center for American Progress,For Climate And Energy Story Bank,"$250,000",Environment,10/5/2017,"The Center for American Progress (CAP) seeks to protect and improve the lives of Americans most affected by the impacts of climate change. To that end, CAP will build a multi-issue story bank to collect, vet, and amplify the personal stories of individuals who put a face on the detrimental effects of dismantling health-based regulations and funding for environmental safeguards.  "
612,https://hewlett.org/grants/energy-innovation-reform-project-for-general-operating-support-0/,Energy Innovation Reform Project,For General Operating Support,"$300,000",Environment,10/5/2017,"The Energy Innovation Reform Project seeks to develop a dialogue on climate change within the conservative policy community. The project focuses on energy solutions that resonate with center-right interests, including mitigation technologies such as carbon capture and storage and advanced nuclear. They focus on promoting innovation based solutions to the challenge of climate change.  "
613,https://hewlett.org/grants/business-forward-foundation-for-the-climate-and-clean-energy-program/,Business Forward Foundation,For The Climate And Clean Energy Program,"$150,000",Environment,10/4/2017,   
614,https://hewlett.org/grants/climate-policy-initiative-for-general-operating-support/,Climate Policy Initiative,For General Operating Support,"$1,500,000",Environment,10/2/2017,"The Climate Policy Initiative is a think tank that addresses climate change through three program areas. First, research on how finance can be a catalyst for climate mitigation. Second, how the world can smoothly transition away from fossil fuels. Third, how to reform energy markets in a post carbon world and find new models for sustainable growth in emerging markets.  "
615,https://hewlett.org/grants/public-land-solutions-for-general-operating-support-1/,Public Land Solutions,For General Operating Support,"$125,000",Environment,9/30/2017,  Western Conservation
616,https://hewlett.org/grants/natural-resources-defense-council-for-general-operating-support-0/,Natural Resources Defense Council,For General Operating Support,"$50,000",Environment,9/30/2017,   
617,https://hewlett.org/grants/coalition-for-clean-air-for-general-operating-support-1/,Coalition for Clean Air,For General Operating Support,"$250,000",Environment,9/30/2017,"The Coalition for Clean Air’s big mission is to protect public health, improve air quality and prevent climate change. They specialize in policy advocacy and outreach in California to protect people and places threatened by air pollution and global warming. With support from this grant, the coalition will prioritize clean cars and clean freight movement policies. They will also advance the objectives of initiatives such as Charge Ahead, California Cleaner Freight Coalition and California Climate Equity Coalition.  "
618,https://hewlett.org/grants/climateworks-foundation-for-communication-strategies-in-brazil-and-china/,ClimateWorks Foundation,For Communication Strategies In Brazil And China,"$670,000",Environment,9/30/2017,"This grant supports communications efforts in Brazil and China to educate the public and policy makers on pollution and climate change solutions. ClimateWorks will partner on this work with the Global Strategic Communications Council (GSCC), a program of the European Climate Foundation that provides communications and media relations services and support on a wide array of climate change and clean energy issues globally.  "
619,https://hewlett.org/grants/national-audubon-society-for-support-of-the-lower-colorado-river-basin-project/,National Audubon Society,For Support Of The Lower Colorado River Basin Project,"$150,000",Environment,9/30/2017,  Western Conservation
620,https://hewlett.org/grants/christian-coalition-for-the-young-conservatives-for-energy-reform-climate-and-clean-energy-summit/,Christian Coalition,For The Young Conservatives For Energy Reform Climate And Clean Energy Summit,"$300,000",Environment,9/17/2017,"The Christian Coalition is the fiscal sponsor for Young Conservatives for Energy Reform, an organization that brings together young, professional, and socially conservative leaders in key states to support state and federal clean energy and climate policies. This grant will allow the group to continue building a network of state leaders and members, including organizing its annual clean energy and climate summit for conservatives.  "
621,https://hewlett.org/grants/taxpayers-for-common-sense-for-the-energy-and-natural-resources-program-1/,Taxpayers for Common Sense,For The Energy And Natural Resources Program,"$300,000",Environment,9/17/2017,"Taxpayers for Common Sense is a nonpartisan budget watchdog that serves as an independent voice for American taxpayers. It will use this grant to educate the public, press and policymakers about the implications to taxpayers of policies affecting national public lands. Western Conservation"
622,https://hewlett.org/grants/information-technology-and-innovation-foundation-for-general-operating-support/,Information Technology and Innovation Foundation,For General Operating Support,"$60,000",Environment,9/17/2017,   
623,https://hewlett.org/grants/transformca-for-strategic-planning-and-fund-development/,TransFormCA,For Strategic Planning And Fund Development,"$50,000",Environment,9/17/2017,   
624,https://hewlett.org/grants/evangelical-environmental-network-for-pro-life-clean-future-agenda/,Evangelical Environmental Network,For Pro-life Clean Future Agenda,"$150,000",Environment,9/17/2017,   
625,https://hewlett.org/grants/rose-foundation-for-communities-and-the-environment-for-support-of-the-northern-california-environmental-grassroots-fund-0/,Rose Foundation for Communities and the Environment,For Support Of The Northern California Environmental Grassroots Fund,"$40,000",Environment,9/17/2017,   
626,https://hewlett.org/grants/energy-futures-initiative-for-energy-and-climate-analytics/,Energy Futures Initiative,For Energy And Climate Analytics,"$1,250,000",Environment,9/5/2017,"This grant will assist with the development and implementation of solutions to accelerate climate change mitigation and adaptation through innovations in technology and policy. During the grant period, Energy Futures Initiative will focus on three areas: 1) deep decarbonization of U.S. energy systems; 2) regional, national, and global clean energy innovation pathways; and 3) building an energy focused workforce.  "
627,https://hewlett.org/grants/conservation-lands-foundation-for-staff-development/,Conservation Lands Foundation,For Staff Development,"$20,000",Environment,8/25/2017,   
628,https://hewlett.org/grants/wilderness-society-for-securing-lasting-conservation-protections-and-broadening-voices-for-western-public-lands-0/,Wilderness Society,For Securing Lasting Conservation Protections And Broadening Voices For Western Public Lands,"$465,000",Environment,8/25/2017,This grant to The Wilderness Society will support its efforts to defend America’s national public lands. Western Conservation
629,https://hewlett.org/grants/western-conservation-foundation-for-general-operating-support-10/,Western Conservation Foundation,For General Operating Support,"$500,000",Environment,8/25/2017,"The Western Conservation Foundation works to protect the West’s national public lands and rivers by educating decision makers and the public about the region’s outdoor values. This general support renewal grant will enable the foundation to continue to engage diverse stakeholders and the media, and to collaborate with an array of other conservation organizations in support of its goals. Western Conservation"
630,https://hewlett.org/grants/new-venture-fund-for-the-salmon-state-project-1/,New Venture Fund,For The Salmon State Project,"$200,000",Environment,8/25/2017,"Salmon supports a substantial part of Alaska’s economy, helps maintain subsistence fishing rights, and provides recreational fishing opportunities. The New Venture Fund’s Salmon State program seeks to secure state and federal policies in Alaska to protect the most important salmon spawning watersheds in the state necessary to support the state’s economy and the rights of Native Alaskans. The program will defend Bristol Bay and other key salmon habitat by engaging commercial and sport fishermen, Alaska Natives, and the public. These efforts will elevate a narrative about the shared value of salmon to Alaskans. Western Conservation"
631,https://hewlett.org/grants/institute-for-governance-and-sustainable-development-for-the-climate-solutions-support-center/,Institute for Governance and Sustainable Development,For The Climate Solutions Support Center,"$750,000",Environment,8/24/2017,"The Institute for Governance and Sustainable Development is the fiscal sponsor of the Climate Solutions Support Center. The center provides coordination services and centralized resources such as communications, science education, and document management for lawyers. Their efforts also extend to communities and local governments fighting climate change through litigation.  "
632,https://hewlett.org/grants/partners-for-conservation-for-blm-workshops-and-sage-grouse-research/,Partners for Conservation,For BLM Workshops And Sage Grouse Research,"$100,000",Environment,8/21/2017,  Western Conservation
633,https://hewlett.org/grants/carnegie-endowment-for-international-peace-for-enhancing-climate-diplomacy/,Carnegie Endowment for International Peace,For Enhancing Climate Diplomacy,"$500,000",Environment,8/19/2017,This grant will support efforts led by Secretary John Kerry to advance climate diplomacy and help ensure that America’s commitment to climate change remains clear throughout the international community and underscore the benefits of clean energy.  
634,https://hewlett.org/grants/energy-foundation-for-energy-foundation-china/,Energy Foundation,For Energy Foundation China,"$19,578,500",Environment,8/17/2017,"The Energy Foundation China’s program focuses on working with government research institutions to support the Chinese government in their efforts to advance climate mitigation, clean energy, clean transportation, and sustainable cities as well as advancing policies to combat pollution. One proposed new area for the Energy Foundation China work is to support China’s effort to ""green"" its overseas investments.  "
635,https://hewlett.org/grants/resources-legacy-fund-for-support-of-the-center-for-western-priorities-communications-strategy/,Resources Legacy Fund,For Support Of The Center For Western Priorities Communications Strategy,"$250,000",Environment,8/16/2017,This grant will support the Fund’s Center for Western Priorities project and their work to boost awareness among key decision-makers of public support for conservation issues. Western Conservation
636,https://hewlett.org/grants/oxfam-america-for-support-of-us-international-climate-finance/,Oxfam America,For Support Of US International Climate Finance,"$161,000",Environment,8/15/2017,   
637,https://hewlett.org/grants/new-venture-fund-for-the-center-for-applied-environmental-law-and-policy/,New Venture Fund,For The Center For Applied Environmental Law And Policy,"$3,000,000",Environment,8/15/2017,"New Venture Fund is the fiscal sponsor of the Center for Applied Environmental Law and Policy program (CAELP), a small team of lawyers assembled to help coordinate and amplify existing legal capacity around immediate defensive caseload as well as longer-term, proactive legal and communications efforts. CAELP’s initial focus will be on the power and transportation sectors, including both defense of federal policy frameworks as well as the rights of states to go beyond federal mandates.  "
638,https://hewlett.org/grants/alliance-for-sustainable-energy-llc-for-ndc-technical-support-and-2050-natural-gas-analysis/,Alliance for Sustainable Energy LLC,For NDC Technical Support And 2050 Natural Gas Analysis,"$1,125,000",Environment,8/11/2017,This grant will support efforts for the National Renewable Energy Laboratory (NREL) to provide technical assistance to four key countries in implementing their Paris climate treaty commitments. Many countries submitted ambitious Nationally Determined Contributions (NDC) to meet the Paris goals presuming the U.S. government would fund NREL to provide technical support. The Trump administration has declared its intent to defund any climate related activities. This is a bridge grant to keep this important work going. This grant will also fund a small stakeholder exercise to develop a pathway for minimizing the role natural gas plays in the electricity sector.  
639,https://hewlett.org/grants/multiplier-for-the-menlospark-project-0/,Multiplier,For The MenloSpark Project,"$200,000",Special Projects,8/9/2017,"This grant will provide renewed funding to MenloSpark, a community project that started three years ago to explore opportunities to promote long-term economic vitality, equality, and quality of life in Menlo Park, while addressing the threat of climate change. The goal is for the city of Menlo Park to become climate neutral by 2025 and serve as a model for other U.S. cities of similar size. MenloSpark will focus on four key strategies: renewable power generation; clean transportation; efficient buildings; and responsible waste practices.  "
640,https://hewlett.org/grants/conservation-colorado-education-fund-for-board-governance-and-dei/,Conservation Colorado Education Fund,For Board Governance And DEI,"$45,000",Environment,8/8/2017,  Western Conservation
641,https://hewlett.org/grants/climate-action-reserve-for-supporting-sub-national-delegation-at-cop-23/,Climate Action Reserve,For Supporting Sub-national Delegation At COP 23,"$140,000",Environment,8/8/2017,   
642,https://hewlett.org/grants/open-space-institute-for-the-outdoors-america-campaign-3/,Open Space Institute,For The Outdoors America Campaign,"$350,000",Environment,8/8/2017,"The Open Space Institute’s Outdoors America Campaign is a broad-based effort to educate the public about the benefits of preserving open space and the important role that federal funding of land acquisition plays in public and private land conservation. This renewal grant will support the Institute’s work to conduct media outreach, build a broader bipartisan coalition of partners and supporters. They will also educate the Administration about the recreational and economic benefits of conserving working landscapes, as well as American history, cultural treasures and clean water on our public lands. Western Conservation"
643,https://hewlett.org/grants/bipartisan-policy-center-for-the-energy-innovation-surge-project/,Bipartisan Policy Center,For The Energy Innovation Surge Project,"$150,000",Environment,8/8/2017,   
644,https://hewlett.org/grants/national-wildlife-federation-for-the-launch-of-the-artemis-program/,National Wildlife Federation,For The Launch Of The Artemis Program,"$25,000",Environment,8/8/2017,  Western Conservation
645,https://hewlett.org/grants/european-climate-foundation-for-support-of-climate-leadership-in-france/,European Climate Foundation,For Support Of Climate Leadership In France,"$500,000",Environment,8/3/2017,"This grant will fund the European Climate Foundation’s (ECF) program expansion into France. Specifically, ECF will work with civil society, think tanks, and government research institutes to develop a climate road map for the new French government. In addition, they will provide technical support to government in the international arena and with multi-lateral forums like the UNFCCC and the G20.  "
646,https://hewlett.org/grants/native-american-rights-fund-for-general-operating-support/,Native American Rights Fund,For General Operating Support,"$150,000",Environment,8/3/2017,  Western Conservation
647,https://hewlett.org/grants/berkeley-lab-foundation-for-support-of-lawrence-berkeley-national-labs-indcs-work-in-india-china-and-mexico/,Berkeley Lab Foundation,"For Support Of Lawrence Berkeley National Lab's INDCs Work In India, China, And Mexico","$1,000,000",Environment,8/1/2017,The U.S. government has eliminated funding for the Lawrence Berkeley National Laboratory (LBNL) to support developing countries with technical support for the purpose of achieving the climate mitigation goals set in the Paris Climate treaty. These Nationally Determined Commitments (NDC) were set with the implicit understanding the U.S. government would provide technical support to key countries. This is a one-time bridge grant to keep that technical support on track until the Lab either receives funding from the U.S. government or they can raise the funds from other governments or corporations.  
648,https://hewlett.org/grants/partnership-project-for-the-americans-for-public-lands-campaign/,Partnership Project,For The Americans For Public Lands Campaign,"$500,000",Environment,8/1/2017,The Partnership Project is seeking to launch a new effort with this grant funding to coordinate public lands defensive efforts by the broader environmental community. Western Conservation
649,https://hewlett.org/grants/theodore-roosevelt-conservation-partnership-for-general-operating-support-1/,Theodore Roosevelt Conservation Partnership,For General Operating Support,"$100,000",Environment,8/1/2017,  Western Conservation
650,https://hewlett.org/grants/american-lung-association-for-the-healthy-air-campaign-1/,American Lung Association,For The Healthy Air Campaign,"$750,000",Environment,7/19/2017,"The American Lung Association’s Healthy Air Campaign mobilizes medical and health voices in support of climate and clean air safeguards. This renewal grant will allow the association, one of the most prominent U.S. public health organizations, to continue its work in support of clean air, climate action, and strong EPA regulations and funding to protect public health.  "
651,https://hewlett.org/grants/new-venture-fund-for-the-colorado-river-sustainability-campaign/,New Venture Fund,For The Colorado River Sustainability Campaign,"$125,000",Environment,7/11/2017,  Western Conservation
652,https://hewlett.org/grants/energy-foundation-for-clean-energy-and-climate-progress-in-the-us/,Energy Foundation,For Clean Energy And Climate Progress In The US,"$2,100,000",Environment,7/11/2017,The Energy Foundation will use this supplemental grant to support efforts in three main areas: encouraging companies to disclose climate-related risks and develop scenarios for mitigating that risk; advocacy in support of expanding the Western electricity grid and better market structures that effectively support high levels of carbon-free electricity; and expanded clean energy and transportation work across 16 states.  
653,https://hewlett.org/grants/iclei-local-governments-for-sustainability-for-the-eco-mobility-alliance/,ICLEI - Local Governments for Sustainability,For The Eco-Mobility Alliance,"$350,000",Environment,7/11/2017,"This grant will support ICLEI-Local Governments for Sustainability to implement the EcoMobilty Alliance in key countries of the Global South. ICLEI is the leading global network of more than 1,500 cities, towns and regions committed to building a sustainable future. Their EcoMobility Alliance provides technical expertise and information-sharing opportunities on sustainable urban mobility for cities to reduce transport related carbon emissions, energy consumption, to improve air quality, and increase mobility opportunities for all citizens. The grant will support six cities in China, Africa and Latin America.  "
654,https://hewlett.org/grants/montana-wilderness-association-for-an-executive-search/,Montana Wilderness Association,For An Executive Search,"$30,000",Environment,7/11/2017,  Western Conservation
655,https://hewlett.org/grants/trout-unlimited-for-the-western-water-project-and-land-conservation-initiative/,Trout Unlimited,For The Western Water Project And Land Conservation Initiative,"$4,000,000",Environment,7/10/2017,"Trout Unlimited is a nonprofit U.S. organization with 150,000 members dedicated to conserving, protecting and restoring North America’s cold water fisheries and their watersheds. This renewal grant supports the efforts of its Western Water Project and Land Conservation Initiative to engage and organize sportsmen, and other stakeholders to pursue and defend federal and state policies that protect and improve cold water fish habitat, including rivers and streams across the American West. Through these initiatives, Trout Unlimited partners with ranchers, farmers, and land owners in the West on local river and stream restoration projects. Western Conservation"
656,https://hewlett.org/grants/theodore-roosevelt-conservation-partnership-for-the-sportsmen-for-long-term-conservation-of-public-lands-program-0/,Theodore Roosevelt Conservation Partnership,For The Sportsmen For Long-Term Conservation Of Public Lands Program,"$1,650,000",Environment,7/10/2017,"The Theodore Roosevelt Conservation Partnership (TRCP) collaborates with 52 formal partner organizations and other stakeholders to amplify the voices of sportsmen and women on federal policy issues. With this renewal, TRCP will work to ensure that administrative designations and plans that protect priority habitat for wildlife are upheld by the new administration. It will also promote balanced energy development and thoughtful strategies to allow for wildlife migration across national public lands. Western Conservation"
657,https://hewlett.org/grants/climateworks-foundation-for-the-go-big-initiative/,ClimateWorks Foundation,For The Go Big Initiative,"$1,000,000",Environment,7/7/2017,"This grant will support the ""Go Big"" initiative that ClimateWorks launched in 2016, to substantially increase the amount of philanthropic capital going to solve the global climate crisis. The initiative will provide high-quality staff, information and systems that enable the engagement of philanthropists to invest and do more to help solve the climate challenge.  "
658,https://hewlett.org/grants/resources-legacy-fund-for-support-of-women-in-conservation/,Resources Legacy Fund,For Support Of Women In Conservation,"$55,000",Environment,7/6/2017,  Western Conservation
659,https://hewlett.org/grants/rockefeller-brothers-fund-for-a-project-to-address-environmental-pollution-public-health-and-climate-change-in-china-3/,Rockefeller Brothers Fund,"For A Project To Address Environmental Pollution, Public Health, And Climate Change In China","$600,000",Environment,7/6/2017,"The Rockefeller Brothers Fund’s Southern China Program supports efforts to mitigate environmental pollution and greenhouse gases by building capacity in more than 30 Chinese NGOs and promoting Chinese-based philanthropy. For more than 10 years, the program has worked with local groups to highlight air and water pollution, and research institutions that support these efforts.  "
660,https://hewlett.org/grants/securing-americas-future-energy-foundation-for-electrification-coalition-strategic-planning/,Securing America's Future Energy Foundation,For Electrification Coalition Strategic Planning,"$30,000",Environment,6/26/2017,   
661,https://hewlett.org/grants/transformca-for-mobility-improvements-in-the-san-francisco-bay-area/,TransFormCA,For Mobility Improvements In The San Francisco Bay Area,"$100,000",Environment,6/26/2017,   
662,https://hewlett.org/grants/center-for-climate-and-energy-solutions-for-support-of-climate-workshops-0/,Center for Climate and Energy Solutions,For Support Of Climate Workshops,"$50,000",Environment,6/19/2017,   
663,https://hewlett.org/grants/tufts-university-for-the-climate-policy-lab/,Tufts University,For The Climate Policy Lab,"$250,000",Environment,6/19/2017,"The Climate Policy Lab (CPL) will examine mitigation policies (mostly in the developing world) through the lenses of what works, what doesn’t and why. The goal is to support the design and implementation of low cost, scalable mitigation solutions that facilitate countries achieving their Nationally Determined Contributions (NDCs) under the Paris Agreement. This will be particularly critical as the U.S. reduces support for such efforts; without U.S. aid, many nations will not have the resources or expertise to meet their commitments. The lab will serve as a resource center for developing nations on policy design and evaluation that is tailored to the local context.  "
664,https://hewlett.org/grants/western-resource-advocates-for-general-operating-support-0/,Western Resource Advocates,For General Operating Support,"$300,000",Environment,6/19/2017,"Western Resource Advocates works to promote clean energy and conservation strategies in the intermountain West. This grant will provide general operating support for their ongoing work in these areas. The organization achieves its goals through a pragmatic mix of economic analysis, legal interventions and public policy advocacy. Its focus for the next two years includes promoting a clean energy standard, advocating for increased renewable energy and developing policies around the water/energy nexus in the West.  "
665,https://hewlett.org/grants/we-own-it-for-general-operating-support/,We Own it ,For General Operating Support,"$300,000",Environment,6/6/2017,"We Own It runs a national network for rural electric cooperative members. The program is focused on good governance reforms and trainings on member rights. Nationally, there are more than 800 electric co-ops, from which more than 42 million Americans buy roughly $41 billion worth of electricity each year. These co-ops currently rely predominately on coal-fired power, but could be providing their members with cheaper and cleaner energy by investing in renewable energy and energy efficiency. We Own It’s national network provides peer to peer learning for co-op board members, as well as access to governance and energy experts.  "
666,https://hewlett.org/grants/keystone-center-for-empowering-diverse-voices-in-conservation/,Keystone Center,For Empowering Diverse Voices In Conservation,"$100,000",Environment,6/6/2017,  Western Conservation
667,https://hewlett.org/grants/world-resources-institute-for-the-governors-climate-unit/,World Resources Institute,For The Governor's Climate Unit,"$306,000",Environment,6/6/2017,"The World Resources Institute will provide support for climate leadership in Washington State, including support for the state’s leadership role in the Pacific Coast Collaborative with California and Oregon. In addition, they will aid the state’s role in communicating about climate progress at the state level with other sub-national leaders across the U.S. and the world.  "
668,https://hewlett.org/grants/wild-salmon-center-for-the-stand-for-salmon-campaign/,Wild Salmon Center,For The Stand For Salmon Campaign,"$100,000",Environment,6/1/2017,  Western Conservation
669,https://hewlett.org/grants/backcountry-hunters-and-anglers-for-the-hunters-and-anglers-support-of-national-monuments/,Backcountry Hunters and Anglers,For The Hunters And Anglers Support Of National Monuments,"$100,000",Environment,6/1/2017,  Western Conservation
670,https://hewlett.org/grants/rocky-mountain-institute-for-support-to-expand-the-global-green-bank-strategy/,Rocky Mountain Institute,For Support To Expand The Global Green Bank Strategy,"$500,000",Environment,6/1/2017,"This grant seeks to facilitate the creation of Green Investment Banks (GIB) in key developing countries. Country GIB’s would be portals for climate aid and multi-lateral loans designed to assist countries with low cost finance aimed toward the emissions targets laid out in the Paris Climate treaty. The institute will provide technical assistance, match donor countries with climate mitigation investment opportunities developing countries and work with local partners to establish country specific GIB’s. The goal would be for four new GIB’s to be operating before 2020 and four more under development.  "
671,https://hewlett.org/grants/european-climate-foundation-for-global-strategic-climate-communications-and-climate-finance-disclosure/,European Climate Foundation,For Global Strategic Climate Communications And Climate Finance Disclosure,"$1,930,000",Environment,5/26/2017,"The communications component of this grant will fund efforts to enact the recommendations of the Task Force on Climate-related Financial Disclosure (TCFD.) These recommendations would require companies to disclose their financial risks from climate change, including liabilities that could be incurred from their CO2 emissions. The efforts focus on getting individual companies to adopt the recommendations and work with standard-setting bodies to make them mandatory. The finance disclosure part of the grant will fund public education and communications capacity in India around climate impacts and mitigation. It supports efforts to develop communications capacities with Indian NGOs working in the climate and energy arena.  "
672,https://hewlett.org/grants/rockefeller-family-fund-for-support-of-the-just-transition-fund-1/,Rockefeller Family Fund,For Support Of The Just Transition Fund,"$250,000",Environment,5/26/2017,"The U.S. is experiencing a historic energy transformation toward a clean energy economy that affects communities and workers across the country. The Just Transition Fund supports grantees working to diversify and strengthen local economies that had been dependent on coal mining and coal-fired power plant operation. The fund’s goal is to make a material difference in people’s lives, bringing jobs to coal communities and advancing a clean, healthy, prosperous long-term vision for local economies. This planning grant from the Hewlett Foundation will help the fund conduct research and analysis to better understand the needs, community context, effective strategies, and the partners necessary to accelerate and scale up this work.  "
673,https://hewlett.org/grants/institute-for-energy-economics-and-financial-analysis-for-general-operating-support-1/,Institute for Energy Economics and Financial Analysis,For General Operating Support,"$200,000",Environment,5/12/2017,"The Institute for Energy Economics and Financial Analysis accelerates the transition to a diverse, sustainable and profitable clean energy economy. The institute provides regulators, investors, rate-payers, and advocates with research and analysis on the financial impacts of fossil fuel and clean energy investments in the United States and around the world. It also plays a valuable role strengthening capacity in the field by providing training and strategic advice to energy advocates.  "
674,https://hewlett.org/grants/climateworks-foundation-for-the-kigali-cooling-efficiency-program/,ClimateWorks Foundation,For The Kigali Cooling Efficiency Program,"$10,000,000",Environment,5/7/2017,"This grant to the ClimateWorks Foundation will support the Kigali Cooling Efficiency Joint Fund. The joint fund will be dispersed to developing countries to improve energy efficiency, while transitioning away from high global warming potential refrigerants, consistent with commitments made under the Kigali Amendment of the Montreal Protocol. The funds will be dispersed in partnership with implementing agencies of the Montreal Protocol’s Multilateral Fund. Affordable, energy-efficient cooling can dramatically improve people’s lives and dramatically reduce greenhouse gas emissions while giving a powerful boost to the international effort to keep global average temperature rise well below 2° C.  "
675,https://hewlett.org/grants/calstart-for-general-operating-support-3/,CALSTART,For General Operating Support,"$400,000",Environment,5/7/2017,"CALSTART works with the clean transportation industry sector and vehicle fleets to help them transition to a clean energy future. They focus on policies that spur innovation and encourage long-term investment. During the grant term, CALSTART will work toward raising ambition and defending the implementation of existing policies, such as the Low Carbon Fuel Standard and Zero Emissions Vehicle Mandate in California, and fuel economy standards in the United States. CALSTART will continue to build on their successful ""Race to Zero Emissions"" program, for zero emission buses in China and the United States, and plans to build more international support.  "
676,https://hewlett.org/grants/public-advocates-for-the-metropolitan-equity-team-0/,Public Advocates,For The Metropolitan Equity Team,"$50,000",Environment,5/5/2017,   
677,https://hewlett.org/grants/climateworks-foundation-for-the-climate-and-land-use-alliance-program-1/,ClimateWorks Foundation,For The Climate And Land Use Alliance Program,"$1,750,000",Environment,5/2/2017,"This grant will support the Climate and Land Use Alliance at ClimateWorks Foundation. The alliance’s mission is to realize the potential of forested and agricultural landscapes to mitigate climate change, benefit people, and protect the environment, primarily in Indonesia, Brazil, and Mesoamerica. Land use — from deforestation, land degradation, and the draining and burning of tropical peatlands to fertilizer application and rice and cattle production — is responsible for about 25 percent of human-related greenhouse gas emissions. More effective land use protects the climate by reducing carbon emissions and preserving nature’s vital carbon sinks.  "
678,https://hewlett.org/grants/asian-pacific-environmental-network-for-general-operating-support-3/,Asian Pacific Environmental Network,For General Operating Support,"$100,000",Environment,5/2/2017,   
679,https://hewlett.org/grants/sonoran-institute-for-the-desert-rivers-initiative-1/,Sonoran Institute,For The Desert Rivers Initiative,"$400,000",Environment,5/2/2017,"The goal of the Desert Rivers Initiative is to protect and restore two desert rivers in the Sonoran Desert — the Colorado River delta and estuary and the Upper Santa Cruz River. Work will focus on ensuring that water continues to flow into these rivers, creating habitat that sustains a diversity of wildlife and provides community and economic benefits in the face of climate change. The Sonoran Institute will work to preserve and enhance river flows; ensure that water is used for the environment and community well-being; and build a broad base of support for river conservation and restoration in both the United States and Mexico. Western Conservation"
680,https://hewlett.org/grants/new-venture-fund-for-the-moving-beyond-oil-project-2/,New Venture Fund,For The Moving Beyond Oil Project,"$1,000,000",Environment,5/2/2017,"The New Venture Fund’s Moving Beyond Oil project aims to contribute to the reduction of oil use and the transition to clean-energy alternatives in the transportation sector in the United States. This grant will seek to ensure that the country reduces oil production and consumption sufficiently to achieve our Paris 2020 emission reduction targets. In the absence of strong federal leadership, the climate work will shift to several key states, such as Washington, California, New York, New Jersey, Oregon, and Minnesota.  "
681,https://hewlett.org/grants/silicon-valley-bicycle-coalition-for-dei-in-bike-advocacy/,Silicon Valley Bicycle Coalition,For DEI In Bike Advocacy,"$37,000",Environment,5/2/2017,   
682,https://hewlett.org/grants/new-york-university-for-support-of-the-institute-for-policy-integrity-3/,New York University,For Support Of The Institute For Policy Integrity,"$500,000",Environment,4/19/2017,"The Institute for Policy Integrity at New York University School of Law is a non-partisan think tank and advocacy organization dedicated to improving the quality of government decision-making. This grant will support efforts to integrate economic and legal arguments into advocacy before agencies and courts on issues related to climate change and clean energy. The institute’s efforts are aimed at educating decision makers about the health and economic benefits of clean energy, clean air, and clean vehicle regulations, at both the state and federal level.  "
683,https://hewlett.org/grants/energy-foundation-for-support-of-the-transportation-program-0/,Energy Foundation,For Support Of The Transportation Program,"$3,790,000",Environment,4/18/2017,"Energy Foundation’s mission is to promote the transition to a clean energy future in the United States. This grant will support the Transportation Program with its goal of reducing carbon emissions from vehicles and accelerating the transition to electric drive vehicles. The program’s main priority for 2017 is the defense of the federal fuel economy and greenhouse gas standards for light duty vehicles, adopted during the Obama administration, which not only reduce emissions, but also reduce costs for consumers. In addition, the grant will support efforts to develop utility, state, and local policies that encourage electric drive vehicle deployment.  "
684,https://hewlett.org/grants/rose-foundation-for-communities-and-the-environment-for-strategic-planning/,Rose Foundation for Communities and the Environment,For Strategic Planning,"$35,075",Environment,4/17/2017,   
